"gene_id"	"adj.pval"	"iso"	"gene"	"GO"	"kog"	"chr"	"start"	"end"
"comp42727_c0_seq1"	0.0297200776458919	"isogroup42727"	"Ca2+-modulated nonselective cation channel polycystin ; polycystin 1 E=8e-09"	NA	"Inorganic ion transport and metabolism"	"Segkk2846_pilon"	276473	278279
"comp73577_c0_seq1"	0.0298094811629175	"isogroup73577"	"phosphatidylinositol glycan, class Z [EC:2.4.1.-] E=3e-39"	"GO:0000026"	NA	"Segkk2594_pilon"	232121	232322
"comp1328_c0_seq1"	0.0299614942564879	"isogroup1328"	"Splicing factor U2AF, large subunit (RRM superfamily) ; splicing factor U2AF 65 kDa subunit E=1e-53"	"GO:0003676;GO:0003723;GO:0005634;GO:0006397"	"RNA processing and modification "	"Segkk2793_pilon"	4548	14115
"comp81952_c0_seq1"	0.0300430364902292	"isogroup81952"	NA	NA	NA	"Segkk1226_pilon"	3418	3721
"comp16974_c0_seq1"	0.030060965554298	"isogroup16974"	"Dyneins, heavy chain ; dynein heavy chain, axonemal E=3e-145"	NA	"Cytoskeleton"	"Segkk1892_pilon"	19095	24973
"comp12016_c0_seq1"	0.0301897833968437	"isogroup12016"	NA	NA	NA	"Segkk4320_pilon"	34874	43248
"comp4814_c0_seq1"	0.0302190277370149	"isogroup4814"	"Histone deacetylase complex, SIN3 component"	"GO:0005634;GO:0006355;GO:0040029;GO:0016570"	"Chromatin structure and dynamics"	"Segkk2226_pilon"	136766	141627
"comp90299_c0_seq1"	0.0302190277370149	"isogroup90299"	NA	NA	NA	"Segkk2713_pilon"	23058	72369
"comp90740_c0_seq1"	0.0302190277370149	"isogroup90740"	NA	NA	NA	"Segkk3365_pilon"	11999	12216
"comp68372_c0_seq1"	0.0303117842468455	"isogroup68372"	"Nischarin, modulator of integrin alpha5 subunit action"	"GO:0007242"	"Signal transduction mechanisms"	"Segkk2109_pilon"	177217	180311
"comp4465_c0_seq1"	0.0303149445969425	"isogroup4465"	NA	NA	NA	"Segkk1802_pilon"	128227	134986
"comp46987_c0_seq1"	0.0303428568074692	"isogroup46987"	NA	NA	NA	"Segkk2325_pilon"	32893	36183
"comp12194_c0_seq1"	0.0305522484094529	"isogroup12194"	NA	NA	NA	"Segkk3900_pilon"	22393	23021
"comp2038_c0_seq1"	0.0305522484094529	"isogroup2038"	"NADH:ubiquinone oxidoreductase, NDUFV1/51kDa subunit ; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3] E=5e-60"	"GO:0005506;GO:0006120;GO:0008137;GO:0010181;GO:0006118;GO:0016651;GO:0051287;GO:0003954"	"Energy production and conversion"	"Segkk3092_pilon"	45670	49994
"comp8852_c0_seq1"	0.0306060028645012	"isogroup8852"	"Neural cell adhesion molecule L1 ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=3e-17"	"GO:0005267;GO:0006813;GO:0016020;GO:0005001"	"Signal transduction mechanisms"	"Segkk3766_pilon"	140307	143038
"comp6792_c0_seq1"	0.0306995392414484	"isogroup6792"	"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases ; choline/ethanolamine phosphotransferase [EC:2.7.8.1 2.7.8.2] E=3e-118"	"GO:0008654;GO:0004553;GO:0005975;GO:0004307;GO:0004142"	"Lipid transport and metabolism"	"Segkk3095_pilon"	218169	222847
"comp29778_c0_seq1"	0.0307098761575612	"isogroup29778"	"Translation initiation factor 2C (eIF-2C) and related proteins"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0007218;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0006412"	"Translation, ribosomal structure and biogenesis"	"Segkk3327_pilon"	158991	163293
"comp35387_c0_seq1"	0.0307111089564125	"isogroup35387"	NA	NA	NA	"Segkk3684_pilon"	134388	137452
"comp29478_c0_seq1"	0.0307155771228842	"isogroup29478"	"Meprin A metalloprotease ; astacin [EC:3.4.24.21] E=1e-125"	"GO:0006508;GO:0008533;GO:0008237"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3868_pilon"	15636	20452
"comp56050_c0_seq1"	0.0307155771228842	"isogroup56050"	NA	NA	NA	"Segkk2782_pilon"	405650	405906
"comp443_c0_seq1"	0.031139275344059	"isogroup443"	"emp24/gp25L/p24 family of membrane trafficking proteins ; protein ERP2 E=2e-130"	"GO:0006886;GO:0008320;GO:0016020"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk49_pilon"	32130	38820
"comp11763_c0_seq1"	0.031203217514806	"isogroup11763"	"Voltage-gated shaker-like K+ channel, subunit beta/KCNAB ; aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91] E=1e-60"	"GO:0016491;GO:0051341;GO:0047681;GO:0007268"	"Energy production and conversion"	"Segkk1591_pilon"	5546	8224
"comp4859_c0_seq1"	0.031203217514806	"isogroup4859"	NA	NA	NA	"Segkk2165_pilon"	256736	280332
"comp41202_c0_seq1"	0.0312420575599509	"isogroup41202"	NA	NA	NA	"Segkk2722_pilon"	219800	220313
"comp68045_c0_seq1"	0.0314073378910322	"isogroup68045"	NA	NA	NA	"Segkk1152_pilon"	229604	230058
"comp36817_c0_seq1"	0.0315094231910585	"isogroup36817"	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	"GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	"Cytoskeleton"	"Segkk2011_pilon"	120038	123617
"comp5688_c0_seq1"	0.0315094231910585	"isogroup5688"	"Predicted Yippee-type zinc-binding protein"	NA	NA	"Segkk3361_pilon"	206859	211350
"comp57290_c0_seq1"	0.0315094231910585	"isogroup57290"	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	NA	"Cytoskeleton"	"Segkk1488_pilon"	153227	154687
"comp13273_c0_seq1"	0.0315955971867158	"isogroup13273"	"Uncharacterized conserved protein"	NA	NA	"Segkk2079_pilon"	114329	117462
"comp18531_c0_seq1"	0.0316532052442925	"isogroup18531"	NA	NA	NA	"Segkk3103_pilon"	30250	30706
"comp5863_c0_seq1"	0.0316532052442925	"isogroup5863"	"Heterogeneous nuclear ribonucleoprotein R (RRM superfamily) ; heterogeneous nuclear ribonucleoprotein R E=2e-177"	"GO:0003676"	"RNA processing and modification "	"Segkk4037_pilon"	437065	442609
"comp16133_c0_seq1"	0.0318502967482576	"isogroup16133"	"Ankyrin repeat protein ; Fem-1 homolog b E=2e-48"	NA	NA	"Segkk908_pilon"	66143	69088
"comp73689_c0_seq1"	0.0319403455019477	"isogroup73689"	"maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=4e-06"	"GO:0004558;GO:0004339"	NA	"Segkk282_pilon"	28650	28862
"comp9602_c0_seq1"	0.0320204043129647	"isogroup9602"	"mediator of RNA polymerase II transcription subunit 31 E=6e-72"	"GO:0001104;GO:0006366"	NA	"Segkk3450_pilon"	35964	44653
"comp15508_c0_seq1"	0.0320455955497074	"isogroup15508"	NA	NA	NA	"Segkk3319_pilon"	110996	113085
"comp23454_c0_seq1"	0.0320455955497074	"isogroup23454"	"Dyneins, heavy chain"	NA	"Cytoskeleton"	"Segkk1892_pilon"	26467	27194
"comp30825_c0_seq1"	0.0320455955497074	"isogroup30825"	"C2C2-type Zn-finger protein ; coiled-coil domain-containing protein 130 E=7e-74"	NA	NA	"Segkk184_pilon"	23916	26002
"comp32553_c0_seq1"	0.0320455955497074	"isogroup32553"	"Ribonuclease H ; ribonuclease HI [EC:3.1.26.4] E=2e-07"	"GO:0004339;GO:0005976;GO:0003676;GO:0004523;GO:0004524"	"Replication, recombination and repair"	"Segkk201_pilon"	31130	33901
"comp86424_c0_seq1"	0.0320455955497074	"isogroup86424"	NA	NA	NA	"Segkk1181_pilon"	67207	67420
"comp28088_c0_seq1"	0.0320529424793551	"isogroup28088"	"Uncharacterized conserved protein"	NA	NA	"Segkk2200_pilon"	30936	110866
"comp17396_c0_seq1"	0.0322500499410092	"isogroup17396"	"Phosphoinositide-specific phospholipase C ; phospholipase C, delta [EC:3.1.4.11] E=2e-60"	"GO:0004629;GO:0007165;GO:0007242;GO:0004435;GO:0006629;GO:0005509"	"Signal transduction mechanisms"	"Segkk1600_pilon"	23845	37947
"comp9987_c0_seq1"	0.0326945814361719	"isogroup9987"	NA	NA	NA	"Segkk1070_pilon"	98044	100194
"comp59185_c0_seq1"	0.0327467464087098	"isogroup59185"	"Nuclear division RFT1 protein"	"GO:0000280;GO:0016021"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk1306_pilon"	86117	86870
"comp19385_c0_seq1"	0.0327809975518787	"isogroup19385"	"mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25] E=1e-24"	"GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0004709"	NA	"Segkk1580_pilon"	2648	8938
"comp40138_c0_seq1"	0.032788189049083	"isogroup40138"	"FOG: Reverse transcriptase"	"GO:0001584;GO:0007186;GO:0016021;GO:0005489;GO:0006118;GO:0046872;GO:0003677;GO:0006355"	NA	"Segkk2875_pilon"	11649	12229
"comp41277_c0_seq1"	0.032819329545158	"isogroup41277"	"Voltage-gated A-type K+ channel KCND ; potassium voltage-gated channel Shaker-related subfamily A, invertebrate E=6e-20"	"GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268"	"Inorganic ion transport and metabolism"	"Segkk2956_pilon"	61584	62972
"comp9812_c0_seq1"	0.032819329545158	"isogroup9812"	NA	NA	NA	"Segkk4340_pilon"	165094	165598
"comp32788_c0_seq1"	0.0328476605572086	"isogroup32788"	NA	NA	NA	"Segkk4306_pilon"	155413	156451
"comp18341_c0_seq1"	0.0329652981507178	"isogroup18341"	"CTP synthase (UTP-ammonia lyase) ; CTP synthase [EC:6.3.4.2] E=4e-94"	"GO:0003883;GO:0006221"	"Nucleotide transport and metabolism"	"Segkk3412_pilon"	49017	60138
"comp11045_c0_seq1"	0.0329674904777557	"isogroup11045"	"Predicted E3 ubiquitin ligase ; baculoviral IAP repeat-containing 2/3/4 E=9e-10"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0017163;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3102_pilon"	450149	454831
"comp3069_c0_seq1"	0.0329872813673561	"isogroup3069"	"FOG: Zn-finger ; transcription factor YY E=2e-125"	"GO:0003676;GO:0005634;GO:0008270"	NA	"Segkk1078_pilon"	206325	211015
"comp6067_c0_seq1"	0.0329872813673561	"isogroup6067"	NA	NA	NA	"Segkk3481_pilon"	141897	145352
"comp6594_c0_seq1"	0.0330506861492175	"isogroup6594"	"WD40 repeat-containing protein ; U4/U6 small nuclear ribonucleoprotein PRP4 E=4e-145"	"GO:0003847"	NA	"Segkk1481_pilon"	234226	250554
"comp12578_c0_seq1"	0.0331233290007303	"isogroup12578"	NA	NA	NA	"Segkk3145_pilon"	21223	23768
"comp1573_c0_seq1"	0.0333201233870617	"isogroup1573"	"Medium subunit of clathrin adaptor complex"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk1866_pilon"	12814	22567
"comp54951_c0_seq1"	0.0333201233870617	"isogroup54951"	NA	NA	NA	"Segkk3979_pilon"	272124	274508
"comp14315_c0_seq1"	0.0334517635909259	"isogroup14315"	NA	NA	NA	"Segkk824_pilon"	208362	213122
"comp42443_c0_seq1"	0.0336322792318823	"isogroup42443"	"Nischarin, modulator of integrin alpha5 subunit action ; serum/glucocorticoid-regulated kinase 3 [EC:2.7.11.1] E=3e-12"	"GO:0007242"	"Signal transduction mechanisms"	"Segkk2109_pilon"	180288	185422
"comp132_c0_seq1"	0.0337362653303908	"isogroup132"	"Beta amyloid precursor-binding protein ; amyloid beta (A4) precursor protein-binding, family A, member 1 (X11) E=5e-10"	"GO:0005515"	NA	"Segkk2219_pilon"	113172	118161
"comp16018_c0_seq1"	0.0337362653303908	"isogroup16018"	NA	NA	NA	"Segkk1595_pilon"	81307	83281
"comp14711_c0_seq1"	0.0338820066724192	"isogroup14711"	"FOG: Zn-finger ; KRAB domain-containing zinc finger protein E=7e-116"	"GO:0003676;GO:0005634;GO:0008270"	NA	"Segkk507_pilon"	2256	23207
"comp17193_c0_seq1"	0.0340348504874352	"isogroup17193"	"Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs ; myosin-light-chain kinase [EC:2.7.11.18] E=3e-11"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0004687"	"Signal transduction mechanisms"	"Segkk3730_pilon"	8453	11118
"comp61115_c0_seq1"	0.0343352798853203	"isogroup61115"	"Multidrug resistance-associated protein/mitoxantrone resistance protein, ABC superfamily ; ATP-binding cassette, subfamily C (CFTR/MRP), member 4 E=2e-52"	"GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111"	"Secondary metabolites biosynthesis, transport and catabolism"	"Segkk4221_pilon"	118630	119743
"comp12852_c0_seq1"	0.0344159900390012	"isogroup12852"	"SMT3/SUMO-activating complex, catalytic component UBA2"	"GO:0004839;GO:0006464;GO:0006512;GO:0003824;GO:0004842"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1040_pilon"	60122	67626
"comp50498_c0_seq1"	0.0344468451128152	"isogroup50498"	NA	NA	NA	"Segkk2759_pilon"	129906	130297
"comp11545_c0_seq1"	0.0344951455646927	"isogroup11545"	"Uncharacterized conserved protein"	NA	NA	"Segkk2468_pilon"	269298	278033
"comp8640_c0_seq1"	0.0345236485922831	"isogroup8640"	"DEAD-box protein abstrakt ; ATP-dependent RNA helicase DDX41 [EC:3.6.4.13] E=9e-129"	"GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626"	"RNA processing and modification "	"Segkk2264_pilon"	125070	167872
"comp3912_c0_seq1"	0.0345269354037162	"isogroup3912"	"Guanidinoacetate methyltransferase and related proteins"	"GO:0030731"	"Amino acid transport and metabolism"	"Segkk2662_pilon"	37791	40069
"comp27994_c0_seq1"	0.0346482836285749	"isogroup27994"	"P-type ATPase ; phospholipid-translocating ATPase [EC:3.6.3.1] E=7e-151"	"GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0003824;GO:0008152;GO:0016021;GO:0016887;GO:0004012"	NA	"Segkk3803_pilon"	10623	33012
"comp6995_c0_seq1"	0.0346517602372594	"isogroup6995"	"Insulin/growth factor receptor (contains protein kinase domain) ; insulin receptor [EC:2.7.10.1] E=2e-107"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004714;GO:0007169;GO:0016020;GO:0004674;GO:0005009"	"Signal transduction mechanisms"	"Segkk4048_pilon"	61704	139719
"comp33858_c0_seq1"	0.0347324367003149	"isogroup33858"	"AAA+-type ATPase ; microtubule-severing ATPase [EC:3.6.4.3] E=3e-26"	"GO:0000166;GO:0017111;GO:0005524;GO:0008568"	"Posttranslational modification, protein turnover, chaperones"	"Segkk953_pilon"	5605	10223
"comp8066_c0_seq1"	0.0347324367003149	"isogroup8066"	"Inositol polyphosphate 5-phosphatase and related proteins ; phosphatidylinositol-bisphosphatase [EC:3.1.3.36] E=1e-65"	"GO:0004437;GO:0004439"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk1822_pilon"	287	9725
"comp43786_c0_seq1"	0.0347362398532745	"isogroup43786"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; latent transforming growth factor beta binding protein E=7e-17"	"GO:0005509"	"Signal transduction mechanisms"	"Segkk1181_pilon"	72311	72560
"comp4234_c0_seq1"	0.0348518328652307	"isogroup4234"	"SNF2 family DNA-dependent ATPase ; DNA helicase INO80 [EC:3.6.4.12] E=1e-51"	"GO:0003677;GO:0005524;GO:0003676;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626"	"Replication, recombination and repair"	"Segkk1591_pilon"	55792	78880
"comp58879_c0_seq1"	0.035068107500566	"isogroup58879"	"Peptide exporter, ABC superfamily ; ATP-binding cassette, subfamily B (MDR/TAP), member 9 E=1e-43"	"GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0017116;GO:0042623;GO:0042624;GO:0042625"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk68_pilon"	661928	662173
"comp15326_c0_seq1"	0.0351395102028428	"isogroup15326"	"Multidrug resistance-associated protein/mitoxantrone resistance protein, ABC superfamily ; RAD51-like protein 3 E=2e-68"	"GO:0005524;GO:0016887"	"Secondary metabolites biosynthesis, transport and catabolism"	"Segkk4221_pilon"	112283	118175
"comp94130_c0_seq1"	0.0351395102028428	"isogroup94130"	NA	NA	NA	"Segkk1048_pilon"	260872	262528
"comp8192_c0_seq1"	0.0351945906254414	"isogroup8192"	"Chitin synthase/hyaluronan synthase (glycosyltransferases)"	NA	"Cell wall/membrane/envelope biogenesis"	"Segkk3933_pilon"	123131	133284
"comp39655_c0_seq1"	0.0353634445700712	"isogroup39655"	NA	NA	NA	"Segkk2216_pilon"	69366	69612
"comp12877_c0_seq1"	0.0353866045062873	"isogroup12877"	NA	NA	NA	"Segkk4364_pilon"	37604	118015
"comp19592_c0_seq1"	0.0353866045062873	"isogroup19592"	"NACHT, LRR and PYD domains-containing protein 1 E=1e-70"	NA	NA	"Segkk2267_pilon"	230836	231396
"comp28533_c0_seq1"	0.0353866045062873	"isogroup28533"	"kinesin family member C1 E=3e-19"	NA	NA	"Segkk1130_pilon"	18535	24114
"comp2660_c0_seq1"	0.0355515776971345	"isogroup2660"	"Transcription factor MBF1 ; putative transcription factor E=3e-67"	"GO:0003677"	"Transcription"	"Segkk2011_pilon"	154346	157665
"comp38987_c0_seq1"	0.0355855395102806	"isogroup38987"	"GTP-binding protein-like, RAS superfamily ; Ras-related protein Rab-38 E=3e-21"	"GO:0005525;GO:0007264;GO:0015031"	"Signal transduction mechanisms"	"Segkk872_pilon"	9175	10090
"comp7671_c0_seq1"	0.0355855395102806	"isogroup7671"	"C-type lectin"	"GO:0002226;GO:0001867"	"Defense mechanisms"	"Segkk128_pilon"	74440	92096
"comp689_c0_seq1"	0.0355913571787648	"isogroup689"	"Alkyl hydroperoxide reductase, thiol specific antioxidant and related enzymes ; peroxiredoxin 1 [EC:1.11.1.15] E=9e-30"	"GO:0051920"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2292_pilon"	241419	246754
"comp68445_c0_seq1"	0.0357566496036977	"isogroup68445"	NA	NA	NA	"Segkk3515_pilon"	86186	87208
"comp12474_c0_seq1"	0.035791552524704	"isogroup12474"	"Predicted E3 ubiquitin ligase ; E3 ubiquitin-protein ligase RNF8 [EC:6.3.2.19] E=4e-08"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk1042_pilon"	5196	11647
"comp34366_c0_seq1"	0.035791552524704	"isogroup34366"	"Endocytic adaptor protein intersectin ; endophilin-A E=2e-05"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk674_pilon"	112886	124217
"comp2971_c0_seq1"	0.0358462771073442	"isogroup2971"	"Ferredoxin"	"GO:0005489;GO:0005506;GO:0006118"	"Energy production and conversion"	"Segkk232_pilon"	108783	119095
"comp17604_c0_seq1"	0.0359050114658749	"isogroup17604"	"Rac1 GTPase effector FHOS ; formin 2 E=4e-25"	NA	"Cytoskeleton"	"Segkk236_pilon"	290664	297924
"comp1575_c0_seq1"	0.035931045063518	"isogroup1575"	"LRR-containing protein"	"GO:0000160;GO:0003677;GO:0006355"	NA	"Segkk1221_pilon"	356	4301
"comp76277_c0_seq1"	0.0359355912081514	"isogroup76277"	"FOG: Reverse transcriptase"	NA	NA	"Segkk4048_pilon"	156326	156579
"comp13669_c0_seq1"	0.0359430475114583	"isogroup13669"	"MORC family ATPases"	"GO:0003677;GO:0006355;GO:0008270"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk384_pilon"	267161	270110
"comp11281_c0_seq1"	0.0359669627767906	"isogroup11281"	NA	NA	NA	"Segkk2001_pilon"	383953	390916
"comp12392_c0_seq1"	0.0359669627767906	"isogroup12392"	"Predicted E3 ubiquitin ligase"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992"	"Posttranslational modification, protein turnover, chaperones"	"Segkk837_pilon"	214398	220391
"comp38008_c0_seq1"	0.0359669627767906	"isogroup38008"	NA	NA	NA	"Segkk2651_pilon"	190804	193700
"comp9652_c0_seq1"	0.0359669627767906	"isogroup9652"	"Mod5 protein sorting/negative effector of RNA Pol III synthesis"	NA	"Transcription"	"Segkk376_pilon"	15211	22869
"comp2861_c0_seq1"	0.0360401411695324	"isogroup2861"	"Nuclear envelope protein lamin, intermediate filament superfamily ; lamin B E=1e-35"	"GO:0005198;GO:0005638"	"Nuclear structure"	"Segkk4356_pilon"	6036	14757
"comp67190_c0_seq1"	0.0361935360227869	"isogroup67190"	"Amino acid transporters ; basic amino acid/polyamine antiporter, APA family E=3e-14"	"GO:0005279;GO:0006865;GO:0016020;GO:0006810"	"Amino acid transport and metabolism"	"Segkk1708_pilon"	230101	230290
"comp10207_c0_seq1"	0.0365510082808769	"isogroup10207"	"NACHT, LRR and PYD domains-containing protein 3 E=3e-09"	NA	NA	"Segkk920_pilon"	2443	21792
"comp7251_c0_seq1"	0.0366191322837466	"isogroup7251"	"Transcriptional activator FOSB/c-Fos and related bZIP transcription factors"	"GO:0003677;GO:0005634;GO:0005509;GO:0006355"	"Transcription"	"Segkk3388_pilon"	148858	161333
"comp16192_c0_seq1"	0.0366488791598447	"isogroup16192"	NA	NA	NA	"Segkk2910_pilon"	46759	83367
"comp13357_c0_seq1"	0.0366668290529793	"isogroup13357"	NA	NA	NA	"Segkk1544_pilon"	5870	20345
"comp3882_c0_seq1"	0.0366668290529793	"isogroup3882"	"Germ-line stem cell division protein Hiwi/Piwi; negative developmental regulator"	"GO:0051301"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk4065_pilon"	14686	15981
"comp5468_c0_seq1"	0.0366668290529793	"isogroup5468"	"Predicted transcription factor ; ETS translocation variant 1/4/5 E=3e-30"	"GO:0003700;GO:0005634;GO:0006355;GO:0003677"	"Transcription"	"Segkk228_pilon"	77230	86477
"comp82489_c0_seq1"	0.0366668290529793	"isogroup82489"	NA	NA	NA	"Segkk951_pilon"	170117	170418
"comp10299_c0_seq1"	0.0366916866521966	"isogroup10299"	"Transcription regulator XNP/ATRX, DEAD-box superfamily"	NA	"Transcription"	"Segkk16_pilon"	200678	214565
"comp78981_c0_seq1"	0.0368532747433822	"isogroup78981"	"Predicted patched transmembrane receptor"	"GO:0008158;GO:0016020"	"Signal transduction mechanisms"	"Segkk3365_pilon"	117653	117889
"comp37594_c0_seq1"	0.0371669571678199	"isogroup37594"	"Ras GTPase-activating protein ; Ras GTPase-activating protein 1 E=2e-14"	"GO:0005099"	"Signal transduction mechanisms"	"Segkk2295_pilon"	113038	128838
"comp27858_c0_seq1"	0.0372217667951311	"isogroup27858"	"tRNA nucleotidyltransferase/poly(A) polymerase"	"GO:0000156;GO:0000160;GO:0003677;GO:0006355;GO:0000166;GO:0017111"	"Translation, ribosomal structure and biogenesis"	"Segkk2163_pilon"	277349	279823
"comp2942_c0_seq1"	0.03737647187484	"isogroup2942"	"glutamyl aminopeptidase [EC:3.4.11.7] E=9e-142"	"GO:0004230"	NA	"Segkk975_pilon"	16844	50125
"comp11014_c0_seq1"	0.0373881551672718	"isogroup11014"	"Predicted membrane protein ; lysophospholipid acyltransferase 5 [EC:2.3.1.23 2.3.1.-] E=6e-43"	"GO:0047184"	NA	"Segkk426_pilon"	92923	104952
"comp35345_c0_seq1"	0.0373881551672718	"isogroup35345"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; mannose receptor, C type E=1e-81"	NA	"Signal transduction mechanisms"	"Segkk2410_pilon"	196624	204143
"comp11320_c0_seq1"	0.0374585480023479	"isogroup11320"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; nerve growth factor receptor (TNFR superfamily member 16) E=3e-131"	"GO:0004872;GO:0009719;GO:0005164;GO:0033209"	"Signal transduction mechanisms"	"Segkk915_pilon"	16086	28190
"comp5497_c0_seq1"	0.0374812520274276	"isogroup5497"	NA	NA	NA	"Segkk1884_pilon"	80241	95744
"comp74510_c0_seq1"	0.0374812520274276	"isogroup74510"	NA	NA	NA	"Segkk1819_pilon"	32505	34212
"comp50624_c0_seq1"	0.0375577146090258	"isogroup50624"	NA	NA	NA	"Segkk503_pilon"	31754	31948
"comp9439_c0_seq1"	0.0375577146090258	"isogroup9439"	NA	NA	NA	"Segkk3579_pilon"	39482	72920
"comp86149_c0_seq1"	0.0375911756607151	"isogroup86149"	NA	NA	NA	"Segkk3325_pilon"	647127	647347
"comp8819_c0_seq1"	0.0375911756607151	"isogroup8819"	"GTP-binding protein SEC4, small G protein superfamily, and related Ras family GTP-binding proteins ; Ras-related protein Rab-8A E=6e-135"	"GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk4039_pilon"	22119	29015
"comp40002_c0_seq1"	0.0376647196235105	"isogroup40002"	"NACHT, LRR and PYD domains-containing protein 1 E=5e-44"	NA	NA	"Segkk1838_pilon"	107155	107754
"comp8028_c0_seq1"	0.0376647196235105	"isogroup8028"	"Predicted transporter (ABC superfamily) ; ATP-binding cassette, sub-family F, member 3 E=2e-123"	"GO:0005524;GO:0016887;GO:0000166;GO:0017111"	NA	"Segkk318_pilon"	78678	96705
"comp1423_c0_seq1"	0.0377640213528923	"isogroup1423"	"Nucleoside diphosphate kinase ; nucleoside-diphosphate kinase [EC:2.7.4.6] E=6e-62"	"GO:0004550;GO:0005524;GO:0006183;GO:0006228;GO:0006241"	"Nucleotide transport and metabolism"	"Segkk1011_pilon"	733165	739914
