"gene_id"	"adj.pval"	"iso"	"gene"	"GO"	"kog"	"chr"	"start"	"end"
"comp26040_c0_seq1"	0.0321520608670193	"isogroup26040"	"FOG: Immunoglobulin C-2 Type/fibronectin type III domains ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=8e-39"	"GO:0004190;GO:0006508;GO:0005001"	"Signal transduction mechanisms"	"Segkk1976_pilon"	26610	28710
"comp9987_c0_seq1"	0.0321650569715745	"isogroup9987"	NA	NA	NA	"Segkk1070_pilon"	98044	100194
"comp18601_c0_seq1"	0.0322993725312025	"isogroup18601"	NA	NA	NA	"Segkk1158_pilon"	198430	215757
"comp364_c0_seq1"	0.0323106553633074	"isogroup364"	"Predicted RNA-binding protein containing PIN domain and invovled in translation or RNA processing"	"GO:0003677;GO:0006355;GO:0003676;GO:0006412"	"Translation, ribosomal structure and biogenesis"	"Segkk3592_pilon"	36435	46090
"comp10903_c0_seq1"	0.0323151436335736	"isogroup10903"	NA	NA	NA	"Segkk3112_pilon"	266908	278447
"comp42443_c0_seq1"	0.0323151436335736	"isogroup42443"	"Nischarin, modulator of integrin alpha5 subunit action ; serum/glucocorticoid-regulated kinase 3 [EC:2.7.11.1] E=3e-12"	"GO:0007242"	"Signal transduction mechanisms"	"Segkk2109_pilon"	180288	185422
"comp40387_c0_seq1"	0.0325590265024696	"isogroup40387"	NA	NA	NA	"Segkk4217_pilon"	35855	36776
"comp6774_c0_seq1"	0.03273756093406	"isogroup6774"	"Myosin VII, myosin IXB and related myosins ; dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide E=7e-157"	"GO:0007242"	"Cell motility"	"Segkk1253_pilon"	54867	59514
"comp6594_c0_seq1"	0.0327450571630952	"isogroup6594"	"WD40 repeat-containing protein ; U4/U6 small nuclear ribonucleoprotein PRP4 E=4e-145"	"GO:0003847"	NA	"Segkk1481_pilon"	234226	250554
"comp63109_c0_seq1"	0.0327852283376181	"isogroup63109"	NA	NA	NA	"Segkk2598_pilon"	108902	109233
"comp2666_c1_seq1"	0.0328283014780099	"isogroup2666"	"Uncharacterized conserved protein"	NA	NA	"Segkk2758_pilon"	392027	395602
"comp4394_c0_seq1"	0.0330599112714752	"isogroup4394"	"Predicted quinone oxidoreductase ; NADPH2:quinone reductase [EC:1.6.5.5] E=5e-176"	"GO:0008270;GO:0016491;GO:0003960;GO:0051341"	"Energy production and conversion"	"Segkk1093_pilon"	42090	47542
"comp57444_c0_seq1"	0.0330599112714752	"isogroup57444"	NA	NA	NA	"Segkk4002_pilon"	1988	2338
"comp34022_c0_seq1"	0.0330737407333502	"isogroup34022"	NA	NA	NA	"Segkk1884_pilon"	54893	55296
"comp49834_c0_seq1"	0.0330737407333502	"isogroup49834"	"FOG: Immunoglobin and related proteins ; brain-specific angiogenesis inhibitor 2 E=3e-34"	"GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402"	"Inorganic ion transport and metabolism"	"Segkk423_pilon"	60165	60510
"comp71045_c0_seq1"	0.0330737407333502	"isogroup71045"	NA	NA	NA	"Segkk1639_pilon"	118726	119030
"comp15675_c0_seq1"	0.0331218617286353	"isogroup15675"	NA	NA	NA	"Segkk2821_pilon"	105995	111925
"comp18531_c0_seq1"	0.0331218617286353	"isogroup18531"	NA	NA	NA	"Segkk3103_pilon"	30250	30706
"comp39280_c0_seq1"	0.0331218617286353	"isogroup39280"	"Uncharacterized conserved protein"	NA	NA	"Segkk3904_pilon"	123487	126983
"comp5697_c0_seq1"	0.0331218617286353	"isogroup5697"	"Septin CDC10 and related P-loop GTPases ; peanut-like protein 1 (cell division control related protein 1) E=2e-91"	"GO:0005525;GO:0007049;GO:0051301"	"Cytoskeleton"	"Segkk779_pilon"	117874	127146
"comp53931_c0_seq1"	0.0331263269219269	"isogroup53931"	NA	NA	NA	"Segkk3551_pilon"	34626	36226
"comp27829_c0_seq1"	0.0331552303712743	"isogroup27829"	NA	NA	NA	"Segkk2797_pilon"	21312	25534
"comp34463_c0_seq1"	0.0332471385986295	"isogroup34463"	"Leucine rich repeat proteins, some proteins contain F-box ; F-box and leucine-rich repeat protein 9 E=4e-19"	NA	NA	"Segkk1979_pilon"	14472	17277
"comp89275_c0_seq1"	0.0332750582348994	"isogroup89275"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; Notch E=2e-53"	"GO:0005509"	"Signal transduction mechanisms"	"Segkk4026_pilon"	58217	59687
"comp34443_c0_seq1"	0.0332885011769577	"isogroup34443"	NA	NA	NA	"Segkk2008_pilon"	28750	29063
"comp1435_c0_seq1"	0.0333222478242906	"isogroup1435"	"Phospholipid scramblase"	"GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0008408;GO:0003715;GO:0006353"	"Cell wall/membrane/envelope biogenesis"	"Segkk1657_pilon"	148389	154202
"comp3282_c0_seq1"	0.0333469123728043	"isogroup3282"	NA	NA	NA	"Segkk286_pilon"	89880	106976
"comp10152_c0_seq1"	0.0333729443195051	"isogroup10152"	"Exocyst complex, subunit SEC15"	"GO:0000145;GO:0006904"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk1702_pilon"	55	17716
"comp1900_c0_seq1"	0.0333729443195051	"isogroup1900"	"hydroperoxide lyase [EC:4.1.2.-] E=4e-116"	NA	NA	"Segkk3416_pilon"	205472	215284
"comp20313_c0_seq1"	0.0333729443195051	"isogroup20313"	NA	NA	NA	"Segkk3991_pilon"	34866	42661
"comp11417_c0_seq1"	0.0336965812737637	"isogroup11417"	"RNA polymerase II elongator associated protein"	NA	NA	"Segkk1976_pilon"	209708	217373
"comp26224_c0_seq1"	0.0336965812737637	"isogroup26224"	NA	NA	NA	"Segkk609_pilon"	94668	96710
"comp56918_c0_seq1"	0.0336965812737637	"isogroup56918"	NA	NA	NA	"Segkk3325_pilon"	349457	356162
"comp10823_c0_seq1"	0.0337675271934872	"isogroup10823"	NA	NA	NA	"Segkk3778_pilon"	228655	232026
"comp17040_c0_seq1"	0.0337695894267619	"isogroup17040"	"Polycomb group protein SCM/L(3)MBT (tumor-supressor in Drosophila and humans)"	NA	"Transcription"	"Segkk2787_pilon"	158523	163725
"comp2943_c0_seq1"	0.0337695894267619	"isogroup2943"	"Transthyretin and related proteins ; cation efflux system protein, CDF family E=1e-09"	"GO:0005386;GO:0005496;GO:0006810"	"Lipid transport and metabolism"	"Segkk3709_pilon"	39519	41885
"comp17615_c0_seq1"	0.0337738768051408	"isogroup17615"	"Splicing coactivator SRm160/300, subunit SRm300"	"GO:0006508;GO:0008237;GO:0008270"	"RNA processing and modification "	"Segkk3263_pilon"	296148	300170
"comp41021_c0_seq1"	0.033963092450027	"isogroup41021"	NA	NA	NA	"Segkk2345_pilon"	62591	65956
"comp52653_c0_seq1"	0.033963092450027	"isogroup52653"	NA	NA	NA	"Segkk1451_pilon"	79512	79742
"comp38468_c0_seq1"	0.034002068746395	"isogroup38468"	NA	NA	NA	"Segkk3326_pilon"	243590	245173
"comp25666_c0_seq1"	0.0341016642468978	"isogroup25666"	"BTK-associated SH3-domain binding protein SAB"	NA	"Signal transduction mechanisms"	"Segkk870_pilon"	707	9911
"comp53468_c0_seq1"	0.0343227596823894	"isogroup53468"	"Protoporphyrinogen oxidase ; prenylcysteine oxidase [EC:1.8.3.5] E=2e-112"	"GO:0004289;GO:0006508;GO:0001735"	"Coenzyme transport and metabolism"	"Segkk236_pilon"	118136	118608
"comp49592_c0_seq1"	0.0343407803054631	"isogroup49592"	NA	NA	NA	"Segkk1152_pilon"	226537	227154
"comp18188_c0_seq1"	0.0343620604858262	"isogroup18188"	NA	NA	NA	"Segkk2758_pilon"	97415	121436
"comp41285_c0_seq1"	0.0343620604858262	"isogroup41285"	"Cyclin-dependent kinase WEE1 ; membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1] E=9e-148"	"GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	"Cell cycle control, cell division, chromosome partitioning"	"Segkk524_pilon"	320829	326498
"comp8189_c0_seq1"	0.034381536291573	"isogroup8189"	NA	NA	NA	"Segkk4056_pilon"	1754	2040
"comp14132_c0_seq1"	0.0343918656120636	"isogroup14132"	"gamma-aminobutyric acid (GABA) B receptor 2 E=1e-171"	NA	NA	"Segkk287_pilon"	1816	4734
"comp35466_c0_seq1"	0.0343918656120636	"isogroup35466"	"Conserved membrane protein"	NA	NA	"Segkk1557_pilon"	6994	8080
"comp13932_c0_seq1"	0.0344181036920792	"isogroup13932"	NA	NA	NA	"Segkk3164_pilon"	5160	5945
"comp18482_c0_seq1"	0.0344181036920792	"isogroup18482"	NA	NA	NA	"Segkk1632_pilon"	34902	40125
"comp22294_c0_seq1"	0.0344181036920792	"isogroup22294"	"WD40 repeat-containing protein ; F-box and WD-40 domain protein 7 E=1e-33"	"GO:0003847"	NA	"Segkk3377_pilon"	55534	63180
"comp13273_c0_seq1"	0.034448366539254	"isogroup13273"	"Uncharacterized conserved protein"	NA	NA	"Segkk2079_pilon"	114329	117462
"comp18964_c0_seq1"	0.0344674348396805	"isogroup18964"	"Ca2+-dependent phospholipid-binding protein Synaptotagmin, required for synaptic vesicle and secretory granule exocytosis ; DNA-directed RNA polymerase III subunit RPC6 E=3e-12"	"GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0003899;GO:0007268"	"Signal transduction mechanisms"	"Segkk1424_pilon"	83264	85237
"comp9568_c0_seq1"	0.0344674348396805	"isogroup9568"	"Putative cytochrome C oxidase assembly protein"	"GO:0006118;GO:0006950;GO:0006979;GO:0034599"	"Energy production and conversion"	"Segkk396_pilon"	17245	23203
"comp9203_c0_seq1"	0.034525147205736	"isogroup9203"	"Crk family adapters ; NCK adaptor protein E=2e-103"	"GO:0007242"	"Signal transduction mechanisms"	"Segkk2596_pilon"	465491	469618
"comp6794_c0_seq1"	0.0346832064733878	"isogroup6794"	NA	NA	NA	"Segkk3410_pilon"	7283	11293
"comp17770_c0_seq1"	0.0346913683747429	"isogroup17770"	"Phosphatidylserine-specific receptor PtdSerR, contains JmjC domain ; U1 small nuclear ribonucleoprotein 70kDa E=2e-08"	"GO:0003743"	"Signal transduction mechanisms"	"Segkk1075_pilon"	143418	152524
"comp9294_c0_seq1"	0.0347673311650846	"isogroup9294"	NA	NA	NA	"Segkk301_pilon"	50825	54586
"comp11000_c0_seq1"	0.0347841706554747	"isogroup11000"	"Neurexin III-alpha ; neurexin E=1e-20"	"GO:0005198;GO:0007155"	"Signal transduction mechanisms"	"Segkk4030_pilon"	58327	62451
"comp41469_c0_seq1"	0.0348081813625245	"isogroup41469"	NA	NA	NA	"Segkk1786_pilon"	232097	232697
"comp388_c0_seq1"	0.0349180733486944	"isogroup388"	"Alpha-L-fucosidase ; alpha-L-fucosidase [EC:3.2.1.51] E=2e-149"	"GO:0004560;GO:0005975"	"Carbohydrate transport and metabolism"	"Segkk1469_pilon"	11133	17672
"comp29504_c0_seq1"	0.0349815536831116	"isogroup29504"	"Lysine-ketoglutarate reductase/saccharopine dehydrogenase"	NA	"Amino acid transport and metabolism"	"Segkk1958_pilon"	16073	28739
"comp6427_c0_seq1"	0.0349815536831116	"isogroup6427"	NA	NA	NA	"Segkk1011_pilon"	445476	447378
"comp8852_c0_seq1"	0.0350287384394872	"isogroup8852"	"Neural cell adhesion molecule L1 ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=3e-17"	"GO:0005267;GO:0006813;GO:0016020;GO:0005001"	"Signal transduction mechanisms"	"Segkk3766_pilon"	140307	143038
"comp45938_c0_seq1"	0.0353074807630583	"isogroup45938"	NA	NA	NA	"Segkk3813_pilon"	136843	137163
"comp8481_c0_seq1"	0.0353074807630583	"isogroup8481"	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein E=5e-86"	"GO:0043087"	"Signal transduction mechanisms"	"Segkk2792_pilon"	213047	244705
"comp35906_c0_seq1"	0.0353316814075216	"isogroup35906"	"Amino acid transporters"	"GO:0005279;GO:0006865;GO:0016020;GO:0006810"	"Amino acid transport and metabolism"	"Segkk1708_pilon"	229717	230088
"comp4859_c0_seq1"	0.0353316814075216	"isogroup4859"	NA	NA	NA	"Segkk2165_pilon"	256736	280332
"comp12407_c0_seq1"	0.0355904616488524	"isogroup12407"	"Uncharacterized conserved protein"	NA	NA	"Segkk1553_pilon"	60225	76513
"comp28067_c0_seq1"	0.0355904616488524	"isogroup28067"	NA	NA	NA	"Segkk1221_pilon"	13261	15093
"comp74876_c0_seq1"	0.0355904616488524	"isogroup74876"	NA	NA	NA	"Segkk4177_pilon"	1930	2298
"comp52656_c0_seq1"	0.0356750815564438	"isogroup52656"	NA	NA	NA	"Segkk4267_pilon"	68789	69056
"comp23191_c0_seq1"	0.0356849821898092	"isogroup23191"	"LRR-containing protein ; NACHT, LRR and PYD domains-containing protein 3 E=8e-50"	"GO:0005509"	NA	"Segkk4319_pilon"	87854	93269
"comp20640_c0_seq1"	0.0357059345354021	"isogroup20640"	"Predicted RNA-binding protein"	NA	NA	"Segkk2575_pilon"	208019	212095
"comp26719_c0_seq1"	0.0357059345354021	"isogroup26719"	"Molecular co-chaperone STI1"	"GO:0005515;GO:0042981"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2933_pilon"	100602	102751
"comp46719_c0_seq1"	0.0357059345354021	"isogroup46719"	"Predicted GTP-binding protein MMR1"	"GO:0005525"	NA	"Segkk1152_pilon"	146295	152172
"comp46925_c0_seq1"	0.0357059345354021	"isogroup46925"	NA	NA	NA	"Segkk2386_pilon"	119706	123154
"comp61463_c0_seq1"	0.0357158443375002	"isogroup61463"	"Kelch repeat-containing proteins ; kelch-like protein 17 (actinfilin) E=2e-08"	NA	NA	"Segkk1152_pilon"	178175	179914
"comp81070_c0_seq1"	0.0357158443375002	"isogroup81070"	NA	NA	NA	"Segkk1819_pilon"	1917	2237
"comp14143_c0_seq1"	0.0357377324342611	"isogroup14143"	"Uncharacterized conserved protein, contains JmjC domain"	NA	"Signal transduction mechanisms"	"Segkk1511_pilon"	83624	90343
"comp51759_c0_seq1"	0.0357591926860128	"isogroup51759"	"F-box protein 11 E=2e-138"	NA	NA	"Segkk1511_pilon"	71749	80191
"comp818_c0_seq1"	0.0358587485266638	"isogroup818"	NA	NA	NA	"Segkk3306_pilon"	215878	218948
"comp3004_c0_seq1"	0.035933464907259	"isogroup3004"	"Predicted membrane protein (patched superfamily) ; Niemann-Pick C1 protein E=2e-139"	"GO:0004197;GO:0006508;GO:0008158;GO:0016020"	NA	"Segkk2509_pilon"	12106	24836
"comp66580_c0_seq1"	0.0359682783241674	"isogroup66580"	NA	NA	NA	"Segkk1996_pilon"	173386	176336
"comp7901_c0_seq1"	0.0359682783241674	"isogroup7901"	"G protein-coupled receptors"	"GO:0007218;GO:0016020;GO:0004930"	"Signal transduction mechanisms"	"Segkk3484_pilon"	11009	102177
"comp12486_c0_seq1"	0.035970031141789	"isogroup12486"	NA	NA	NA	"Segkk2985_pilon"	92837	99279
"comp34305_c0_seq1"	0.0359735257205119	"isogroup34305"	NA	NA	NA	"Segkk110_pilon"	10328	10811
"comp12326_c0_seq1"	0.0359939829972858	"isogroup12326"	NA	NA	NA	"Segkk3006_pilon"	59560	94996
"comp43627_c0_seq1"	0.03602413033149	"isogroup43627"	"Predicted hydrolase related to dienelactone hydrolase ; carboxymethylenebutenolidase [EC:3.1.1.45] E=4e-144"	"GO:0016787;GO:0008806"	NA	"Segkk812_pilon"	10179	11871
"comp21729_c0_seq1"	0.0361475079555513	"isogroup21729"	"Fibrillins and related proteins containing Ca2+-binding EGF-like domains"	"GO:0003677;GO:0006355"	"Signal transduction mechanisms"	"Segkk2712_pilon"	22728	25260
"comp2743_c0_seq1"	0.0361757459456472	"isogroup2743"	"cAMP-dependent protein kinase catalytic subunit (PKA) ; protein kinase A [EC:2.7.11.11] E=7e-102"	"GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0007268;GO:0048167"	"Signal transduction mechanisms"	"Segkk2887_pilon"	99417	108900
"comp30552_c0_seq1"	0.0361757459456472	"isogroup30552"	"Scaffold/matrix specific factor hnRNP-U/SAF-A, contains SPRY domain ; Kip1 ubiquitination-promoting complex protein 1 [EC:6.3.2.19] E=5e-08"	NA	"RNA processing and modification "	"Segkk184_pilon"	12758	16627
"comp71991_c0_seq1"	0.0361757459456472	"isogroup71991"	"FOG: Zn-finger ; KRAB domain-containing zinc finger protein E=2e-66"	"GO:0003676;GO:0005634;GO:0008270"	NA	"Segkk2295_pilon"	62112	62400
"comp40915_c0_seq1"	0.0361771007838215	"isogroup40915"	NA	NA	NA	"Segkk1152_pilon"	287449	291533
"comp42727_c0_seq1"	0.0361771007838215	"isogroup42727"	"Ca2+-modulated nonselective cation channel polycystin ; polycystin 1 E=8e-09"	NA	"Signal transduction mechanisms"	"Segkk2846_pilon"	276473	278279
"comp36505_c0_seq1"	0.0364793430380434	"isogroup36505"	"Transcription factor, contains HOX domain ; LIM homeobox transcription factor 1 E=9e-178"	"GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0008270"	NA	"Segkk2011_pilon"	198040	213199
"comp21849_c0_seq1"	0.0365496405845436	"isogroup21849"	NA	NA	NA	"Segkk1885_pilon"	44415	46424
"comp52328_c0_seq1"	0.0365749962166615	"isogroup52328"	"1-aminocyclopropane-1-carboxylate synthase, and related proteins"	"GO:0009058;GO:0016847;GO:0016769"	"Signal transduction mechanisms"	"Segkk3095_pilon"	366980	369657
"comp590_c0_seq1"	0.0365749962166615	"isogroup590"	"Cysteine proteinase Cathepsin F ; cathepsin L [EC:3.4.22.15] E=1e-62"	"GO:0004197;GO:0006508;GO:0008234;GO:0016946;GO:0004217"	"Posttranslational modification, protein turnover, chaperones"	"Segkk789_pilon"	576609	597252
"comp11812_c0_seq1"	0.036576947930137	"isogroup11812"	"Dyneins, heavy chain ; dynein heavy chain 1, cytosolic E=2e-144"	"GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567"	"Cytoskeleton"	"Segkk104_pilon"	37982	53039
"comp48532_c0_seq1"	0.0366043622347846	"isogroup48532"	NA	NA	NA	"Segkk1157_pilon"	68759	69353
"comp10049_c0_seq1"	0.0367481081397207	"isogroup10049"	"Ficolin and related extracellular proteins ; tenascin E=2e-06"	NA	NA	"Segkk68_pilon"	524249	530312
"comp16484_c0_seq1"	0.0367481081397207	"isogroup16484"	"fanconi anemia group D2 protein E=5e-62"	NA	NA	"Segkk261_pilon"	97566	114950
"comp2070_c0_seq1"	0.0367481081397207	"isogroup2070"	"Splicing coactivator SRm160/300, subunit SRm300"	NA	"RNA processing and modification "	"Segkk736_pilon"	698	12272
"comp16298_c0_seq1"	0.0368431107487714	"isogroup16298"	"Pantothenate kinase PanK and related proteins"	"GO:0004594;GO:0005524;GO:0015937"	"Coenzyme transport and metabolism"	"Segkk2537_pilon"	156533	157945
"comp12216_c0_seq1"	0.0368463524746381	"isogroup12216"	NA	NA	NA	"Segkk1641_pilon"	129473	130192
"comp31645_c0_seq1"	0.0368463524746381	"isogroup31645"	"Ubiquitin-specific protease ; ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.1.2.15] E=8e-130"	"GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2587_pilon"	66586	68783
"comp4795_c0_seq1"	0.0368463524746381	"isogroup4795"	"Dystrophin-like protein ; dystrophin E=2e-126"	"GO:0008270"	"Signal transduction mechanisms"	"Segkk968_pilon"	276469	293920
"comp596_c0_seq1"	0.0368463524746381	"isogroup596"	"Gelatinase A and related matrix metalloproteases ; matrix metalloproteinase-17 (membrane-inserted) [EC:3.4.24.-] E=5e-47"	"GO:0004222;GO:0005578;GO:0006508;GO:0008237;GO:0008270;GO:0004249;GO:0008133;GO:0008319;GO:0030402"	"Extracellular structures"	"Segkk2464_pilon"	173181	176507
"comp36817_c0_seq1"	0.0369557362821015	"isogroup36817"	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	"GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605"	"Cytoskeleton"	"Segkk2011_pilon"	120038	123617
"comp1293_c0_seq1"	0.0369842360944212	"isogroup1293"	"Alpha-macroglobulin ; CD109 antigen E=7e-142"	"GO:0004866;GO:0002226;GO:0009682"	"Posttranslational modification, protein turnover, chaperones"	"Segkk2559_pilon"	22654	54090
"comp88097_c0_seq1"	0.037136991179816	"isogroup88097"	NA	NA	NA	"Segkk4138_pilon"	249305	249508
"comp25943_c0_seq1"	0.0372024978590321	"isogroup25943"	NA	NA	NA	"Segkk3511_pilon"	24541	27694
"comp69072_c0_seq1"	0.0372024978590321	"isogroup69072"	"Myosin class II heavy chain"	NA	"Cytoskeleton"	"Segkk673_pilon"	22279	25596
"comp1180_c0_seq1"	0.0375691733248578	"isogroup1180"	"C-4 sterol methyl oxidase"	"GO:0003824;GO:0008152"	"Lipid transport and metabolism"	"Segkk2142_pilon"	303982	314092
"comp3582_c0_seq1"	0.0375691733248578	"isogroup3582"	"20S proteasome, regulatory subunit beta type PSMB5/PSMB8/PRE2 ; 20S proteasome subunit beta 5 [EC:3.4.25.1] E=3e-65"	"GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0004299;GO:0030163;GO:0043248"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3290_pilon"	299867	301606
"comp2905_c0_seq1"	0.0376221285935934	"isogroup2905"	NA	NA	NA	"Segkk2656_pilon"	4971	11892
"comp38609_c0_seq1"	0.0376221285935934	"isogroup38609"	"Vacuolar protein sorting-associated protein"	NA	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk3200_pilon"	8182	10215
"comp27097_c0_seq1"	0.0376429704748712	"isogroup27097"	"Predicted polypeptide N-acetylgalactosaminyltransferase"	"GO:0004653"	"Posttranslational modification, protein turnover, chaperones"	"Segkk3179_pilon"	22998	24359
"comp9896_c0_seq1"	0.0377085542759752	"isogroup9896"	"Diphthamide biosynthesis protein ; diphthamide synthase subunit DPH2 E=1e-84"	NA	"Translation, ribosomal structure and biogenesis"	"Segkk389_pilon"	355445	371762
"comp13883_c0_seq1"	0.0377572092123855	"isogroup13883"	NA	NA	NA	"Segkk742_pilon"	44363	49388
"comp19057_c0_seq1"	0.0377789350449761	"isogroup19057"	NA	NA	NA	"Segkk286_pilon"	97390	105239
"comp36888_c0_seq1"	0.0378898806398171	"isogroup36888"	"Inositol polyphosphate 5-phosphatase and related proteins ; phosphatidylinositol-bisphosphatase [EC:3.1.3.36] E=5e-124"	"GO:0004437;GO:0004439"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk3361_pilon"	98697	105294
"comp27994_c0_seq1"	0.0381761488737171	"isogroup27994"	"P-type ATPase ; phospholipid-translocating ATPase [EC:3.6.3.1] E=7e-151"	"GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0003824;GO:0008152;GO:0016021;GO:0016887;GO:0004012"	NA	"Segkk3803_pilon"	10623	33012
"comp48583_c0_seq1"	0.0381761488737171	"isogroup48583"	NA	NA	NA	"Segkk1081_pilon"	33785	34158
"comp5863_c0_seq1"	0.0381944989103887	"isogroup5863"	"Heterogeneous nuclear ribonucleoprotein R (RRM superfamily) ; heterogeneous nuclear ribonucleoprotein R E=2e-177"	"GO:0003676"	"RNA processing and modification "	"Segkk4037_pilon"	437065	442609
"comp45459_c0_seq1"	0.0382315129300176	"isogroup45459"	NA	NA	NA	"Segkk637_pilon"	14805	15528
"comp54843_c0_seq1"	0.0382315129300176	"isogroup54843"	"Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes ; kelch-like protein 18 E=2e-145"	"GO:0005515"	"Signal transduction mechanisms"	"Segkk3685_pilon"	96414	98528
"comp2927_c0_seq1"	0.0382325693184106	"isogroup2927"	"isocitrate dehydrogenase [EC:1.1.1.42] E=6e-110"	"GO:0004450"	NA	"Segkk524_pilon"	67229	81667
"comp3309_c0_seq1"	0.0383983668672865	"isogroup3309"	"Adaptor protein CED-6, contains PTB domain ; amyloid beta (A4) precursor protein-binding, family B, member 2 (Fe65-like) E=2e-76"	NA	NA	"Segkk2676_pilon"	275	11817
"comp24191_c0_seq1"	0.0384649108626182	"isogroup24191"	"Locus-specific chromosome binding proteins ; polycomb group RING finger protein 3 E=3e-49"	"GO:0000151;GO:0004842;GO:0008270;GO:0016567"	NA	"Segkk1707_pilon"	232256	243938
"comp13586_c0_seq1"	0.038507026332058	"isogroup13586"	"Hydroxysteroid 17-beta dehydrogenase 11 ; retinol dehydrogenase 10 [EC:1.1.1.-] E=1e-114"	"GO:0008152;GO:0016491;GO:0008874;GO:0008875"	"Secondary metabolites biosynthesis, transport and catabolism"	"Segkk555_pilon"	44262	50084
"comp14665_c0_seq1"	0.0385852676087593	"isogroup14665"	"G protein-coupled receptors ; latrophilin 2 E=1e-57"	"GO:0007218;GO:0016020;GO:0004930"	"Signal transduction mechanisms"	"Segkk1070_pilon"	28601	36369
"comp11098_c0_seq1"	0.0386177428889521	"isogroup11098"	"Predicted guanine nucleotide exchange factor ; FYVE, RhoGEF and PH domain containing 5/6 E=3e-136"	"GO:0005085;GO:0007242"	"Signal transduction mechanisms"	"Segkk150_pilon"	129428	147954
"comp14315_c0_seq1"	0.0386177428889521	"isogroup14315"	NA	NA	NA	"Segkk824_pilon"	208362	213122
"comp21429_c0_seq1"	0.0386177428889521	"isogroup21429"	"fibroblast growth factor receptor 1 [EC:2.7.10.1] E=4e-05"	"GO:0005007"	NA	"Segkk374_pilon"	2484	4186
"comp5497_c0_seq1"	0.0386177428889521	"isogroup5497"	NA	NA	NA	"Segkk1884_pilon"	80241	95744
"comp6079_c0_seq1"	0.0386177428889521	"isogroup6079"	"Guanylate kinase ; calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1] E=5e-28"	"GO:0005524;GO:0005622;GO:0006810;GO:0004384;GO:0004385"	"Nucleotide transport and metabolism"	"Segkk4035_pilon"	60031	68641
"comp62709_c0_seq1"	0.0386177428889521	"isogroup62709"	NA	NA	NA	"Segkk2985_pilon"	229964	230207
"comp63201_c0_seq1"	0.0386177428889521	"isogroup63201"	NA	NA	NA	"Segkk2924_pilon"	208501	216341
"comp18138_c0_seq1"	0.0386376115145367	"isogroup18138"	"DNA replication licensing factor, MCM3 component"	"GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0000166;GO:0017111;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626"	"Replication, recombination and repair"	"Segkk3009_pilon"	169170	172663
"comp16133_c0_seq1"	0.0386376380178621	"isogroup16133"	"Ankyrin repeat protein ; Fem-1 homolog b E=2e-48"	NA	NA	"Segkk908_pilon"	66143	69088
"comp13016_c0_seq1"	0.038655553646277	"isogroup13016"	"Vacuolar sorting protein VPS45/Stt10 (Sec1 family) ; vacuolar protein sorting-associated protein 45 E=1e-08"	"GO:0006904;GO:0016192"	"Intracellular trafficking, secretion, and vesicular transport"	"Segkk3192_pilon"	429568	440170
